ticker,cik,filing_date,open,close,adj_close,yest_open,yest_close,yest_adj_close,curr_mkt_cap
SBFG,767405,3/21/08,NA,NA,NA,NA,NA,NA,46.3M
SBFG,767405,3/20/09,7.89,7.89,7.37,7.89,7.89,7.37,46.3M
SBFG,767405,3/18/10,6.41,6.05,5.85,6.45,6.45,6.24,46.3M
SBFG,767405,3/31/11,3.14,3.03,2.93,3.05,3.05,2.95,46.3M
SBFG,767405,3/30/12,3.95,3.95,3.82,3.9,3.9,3.77,46.3M
SBFG,767405,3/12/13,9.45,8.83,8.54,9.49,9.49,9.18,46.3M
SBFG,767405,3/3/14,NA,NA,NA,NA,NA,NA,46.3M
SBFM,1402328,10/30/09,NA,NA,NA,NA,NA,NA,2.7M
SBFM,1402328,3/30/11,0.51,0.51,0.51,0.51,0.51,0.51,2.7M
SBFM,1402328,3/19/12,NA,NA,NA,NA,NA,NA,2.7M
SBFM,1402328,3/15/13,0.26,0.3,0.3,0.26,0.26,0.26,2.7M
SBFM,1402328,3/19/14,0.17,0.17,0.17,0.18,0.18,0.18,2.7M
SBGI,912752,2/25/97,25,25.12,7.09,25.25,25.25,7.12,2.608B
SBGI,912752,3/17/98,55.75,55.88,15.76,55.94,55.94,15.78,2.608B
SBGI,912752,3/30/99,13.62,13.88,7.83,13.75,13.75,7.76,2.608B
SBGI,912752,3/30/00,9.12,9,5.08,9.12,9.12,5.15,2.608B
SBGI,912752,2/28/03,8.56,8.74,4.93,8.49,8.49,4.79,2.608B
SBGI,912752,2/27/04,12.98,12.56,7.09,12.88,12.88,7.27,2.608B
SBGI,912752,3/16/05,7.6,7.48,4.26,7.55,7.55,4.3,2.608B
SBGI,912752,3/16/06,7.43,7.42,4.37,7.44,7.44,4.38,2.608B
SBGI,912752,3/9/07,14.58,14.54,9.01,14.5,14.5,8.99,2.608B
SBGI,912752,2/29/08,9.42,9.23,6.03,9.52,9.52,6.22,2.608B
SBGI,912752,3/4/09,1.29,1.18,0.89,1.22,1.22,0.92,2.608B
SBGI,912752,3/5/10,5.36,5.52,4.18,5.34,5.34,4.04,2.608B
SBGI,912752,3/4/11,12.88,12.8,10.31,12.88,12.88,10.37,2.608B
SBGI,912752,3/2/12,11.18,11.5,9.74,11.16,11.16,9.45,2.608B
SBGI,912752,3/12/13,18,17.67,17.02,18.02,18.02,17.35,2.608B
SBGI,912752,3/3/14,NA,NA,NA,NA,NA,NA,2.608B
SBJX,1107699,4/15/09,NA,NA,NA,NA,NA,NA,N/A
SBJX,1107699,4/28/10,NA,NA,NA,NA,NA,NA,N/A
SBJX,1107699,4/15/11,NA,NA,NA,NA,NA,NA,N/A
SBNK,1120427,3/25/03,27.6,27.6,15.22,27.6,27.6,15.22,35K
SBNK,1120427,3/24/04,34.25,34.25,20.04,34.25,34.25,20.04,35K
SBNK,1120427,3/31/05,21.7,21.7,19.46,21.7,21.7,19.46,35K
SBNK,1120427,3/29/06,24.45,24.45,22.42,24,24,22.01,35K
SBNK,1120427,3/26/07,NA,NA,NA,NA,NA,NA,35K
SBNK,1120427,3/25/08,23.75,23.75,22.77,23.75,23.75,22.77,35K
SBNK,1120427,3/20/09,NA,NA,NA,NA,NA,NA,35K
SBNK,1120427,3/31/10,NA,NA,NA,NA,NA,NA,35K
SBON,90057,3/26/97,NA,NA,NA,NA,NA,NA,N/A
SBON,90057,3/30/98,NA,NA,NA,NA,NA,NA,N/A
SBON,90057,3/30/99,NA,NA,NA,NA,NA,NA,N/A
SBON,90057,3/23/00,0.47,0.47,0.47,0.44,0.44,0.44,N/A
SBON,90057,3/26/01,NA,NA,NA,NA,NA,NA,N/A
SBON,90057,3/27/03,0.18,0.2,0.2,0.19,0.19,0.19,N/A
SBON,90057,3/24/04,0.25,0.29,0.29,0.23,0.23,0.23,N/A
SBON,90057,3/24/05,0.38,0.39,0.39,0.37,0.37,0.37,N/A
SBON,90057,3/27/06,NA,NA,NA,NA,NA,NA,N/A
SBON,90057,3/23/07,0.1,0.1,0.1,0.1,0.1,0.1,N/A
SBON,90057,3/28/08,0.1,0.1,0.1,0.1,0.1,0.1,N/A
SBR,710752,4/1/96,NA,NA,NA,NA,NA,NA,605.0M
SBR,710752,3/27/03,20.32,20.3,7.81,20.32,20.32,7.81,605.0M
SBR,710752,3/10/04,31.16,31.15,13.13,31.26,31.26,13.18,605.0M
SBR,710752,3/16/05,38.9,38.24,17.54,38.98,38.98,17.88,605.0M
SBR,710752,3/15/06,43.8,43.7,21.9,43.7,43.7,21.9,605.0M
SBR,710752,3/13/07,40.6,40.4,22.1,40.64,40.64,22.1,605.0M
SBR,710752,3/13/08,51.53,52,31.21,52.35,52.35,31.19,605.0M
SBR,710752,3/2/09,NA,NA,NA,NA,NA,NA,605.0M
SBR,710752,3/1/10,NA,NA,NA,NA,NA,NA,605.0M
SBR,710752,3/1/11,64.8,64.25,48.95,64.58,64.58,49.2,605.0M
SBR,710752,3/2/12,65.15,63.85,51.85,64.72,64.72,52.56,605.0M
SBR,710752,3/1/13,46.7,46.8,40.75,46.58,46.58,40.56,605.0M
SBR,710752,3/3/14,NA,NA,NA,NA,NA,NA,605.0M
SBRA,1492298,3/3/11,18.59,17.89,13.84,18.44,18.44,14.26,1.520B
SBRA,1492298,3/1/12,14.84,14.78,12.35,14.34,14.34,11.98,1.520B
SBRA,1492298,3/14/13,28.1,28.4,25.91,27.99,27.99,25.53,1.520B
SBRA,1492298,2/28/14,28.37,28.47,27.32,28.25,28.25,27.11,1.520B
SBSI,705432,3/29/96,NA,NA,NA,NA,NA,NA,602.5M
SBSI,705432,3/27/97,NA,NA,NA,NA,NA,NA,602.5M
SBSI,705432,3/30/98,NA,NA,NA,NA,NA,NA,602.5M
SBSI,705432,3/12/02,13.88,13.52,5.27,13.7,13.7,5.35,602.5M
SBSI,705432,3/7/03,18,17.68,7.4,17.58,17.58,7.36,602.5M
SBSI,705432,3/9/04,18.77,18.85,8.47,19.03,19.03,8.55,602.5M
SBSI,705432,3/4/05,21.71,21.53,10.83,22.28,22.28,10.67,602.5M
SBSI,705432,3/3/06,20.25,20.5,10.49,20.34,20.34,10.41,602.5M
SBSI,705432,3/2/07,22.99,22.34,12.26,23.02,23.02,12.63,602.5M
SBSI,705432,3/6/08,21.11,21,12.46,21.15,21.15,12.55,602.5M
SBSI,705432,3/3/09,16.47,14.66,8.97,16.21,16.21,9.84,602.5M
SBSI,705432,3/5/10,20.02,20.53,13.69,20.2,20.2,13.47,602.5M
SBSI,705432,3/7/11,NA,NA,NA,NA,NA,NA,602.5M
SBSI,705432,3/26/12,NA,NA,NA,NA,NA,NA,602.5M
SBSI,705432,3/6/13,21.7,21.3,18.19,21.62,21.62,18.46,602.5M
SBSI,705432,3/14/14,30.88,30.68,28.51,30.86,30.86,28.68,602.5M
SBTB,1354174,3/31/09,NA,NA,NA,NA,NA,NA,20.0M
SBTB,1354174,3/30/10,NA,NA,NA,NA,NA,NA,20.0M
SBTB,1354174,3/28/11,NA,NA,NA,NA,NA,NA,20.0M
SBTB,1354174,3/30/12,20,20,19.12,19,19,18.16,20.0M
SBTB,1354174,3/28/13,28,28,27.03,29.5,29.5,28.48,20.0M
SBTB,1354174,3/28/14,22.4,22.4,22.12,22.4,22.4,22.12,20.0M
SBUX,829224,12/26/96,NA,NA,NA,NA,NA,NA,62.131B
SBUX,829224,12/23/97,39.88,39.81,4.63,40.06,40.06,4.66,62.131B
SBUX,829224,12/23/99,25.56,25.25,5.88,25.5,25.5,5.94,62.131B
SBUX,829224,12/22/00,45.38,45.25,10.53,44.94,44.94,10.46,62.131B
SBUX,829224,12/20/01,19,18.41,8.57,19.1,19.1,8.89,62.131B
SBUX,829224,12/20/02,21.15,20.74,9.66,20.81,20.81,9.69,62.131B
SBUX,829224,12/23/03,32,32.08,14.94,32,32,14.9,62.131B
SBUX,829224,12/10/04,58.22,58.06,27.03,58.65,58.65,27.31,62.131B
SBUX,829224,12/16/05,31.53,31.19,29.04,31.62,31.62,29.44,62.131B
SBUX,829224,12/14/06,36.27,36.6,34.08,36.08,36.08,33.6,62.131B
SBUX,829224,11/29/07,22.71,23.04,21.45,22.96,22.96,21.38,62.131B
SBUX,829224,11/24/08,NA,NA,NA,NA,NA,NA,62.131B
SBUX,829224,11/20/09,21.33,21.41,19.94,21.53,21.53,20.05,62.131B
SBUX,829224,11/22/10,NA,NA,NA,NA,NA,NA,62.131B
SBUX,829224,11/18/11,42.03,42.02,40.26,42.03,42.03,40.27,62.131B
SBUX,829224,11/16/12,48.83,48.76,47.41,48.43,48.43,47.09,62.131B
SBUX,829224,11/18/13,NA,NA,NA,NA,NA,NA,62.131B
SBY,1557255,3/1/13,20.01,19.89,19.72,20.42,20.42,20.25,615.1M
SBY,1557255,3/6/14,15.53,15.68,15.58,15.51,15.51,15.41,615.1M
SCBS,1171017,4/2/07,NA,NA,NA,NA,NA,NA,7.9M
SCBS,1171017,4/29/08,NA,NA,NA,NA,NA,NA,7.9M
SCDA,1341878,1/29/10,NA,NA,NA,NA,NA,NA,17.7M
SCDA,1341878,1/31/11,NA,NA,NA,NA,NA,NA,17.7M
SCDA,1341878,1/24/12,NA,NA,NA,NA,NA,NA,17.7M
SCDA,1341878,1/28/13,NA,NA,NA,NA,NA,NA,17.7M
SCDA,1341878,1/28/14,0.4,0.4,0.4,0.4,0.4,0.4,17.7M
SCE-PF,92103,3/21/94,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/29/95,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/27/96,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/27/97,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/25/98,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/24/99,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/28/00,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,4/17/01,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/29/02,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/31/03,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/15/04,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/16/05,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/7/06,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,2/28/07,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,2/27/08,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/2/09,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,3/1/10,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,2/28/11,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,2/29/12,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,2/26/13,NA,NA,NA,NA,NA,NA,N/A
SCE-PF,92103,2/25/14,NA,NA,NA,NA,NA,NA,N/A
SCEI,1120096,4/6/09,NA,NA,NA,NA,NA,NA,3.5M
SCEI,1120096,4/9/10,0.79,0.94,9.4,0.75,0.75,7.5,3.5M
SCEI,1120096,4/5/11,4.23,4.65,4.65,4.3,4.3,4.3,3.5M
SCEI,1120096,3/30/12,2.85,2.69,2.69,2.82,2.82,2.82,3.5M
SCG,754737,3/9/94,46.25,46.25,8.55,46.12,46.12,8.53,8.171B
SCG,754737,3/10/95,42.62,42.5,8.38,42.62,42.62,8.41,8.171B
SCG,754737,3/27/96,27.12,27.25,11.4,27.12,27.12,11.34,8.171B
SCG,754737,3/14/97,25.25,25.12,11.12,25.38,25.38,11.23,8.171B
SCG,754737,3/27/01,26.5,26.12,14.15,26.35,26.35,14.27,8.171B
SCG,754737,3/27/02,30.23,30.41,17.22,30.14,30.14,17.07,8.171B
SCG,754737,3/21/03,29.61,29.77,17.63,29.31,29.31,17.36,8.171B
SCG,754737,2/27/04,34.92,34.99,21.36,34.75,34.75,21.21,8.171B
SCG,754737,2/28/05,NA,NA,NA,NA,NA,NA,8.171B
SCG,754737,3/2/06,40.51,40.46,26.7,40.7,40.7,26.86,8.171B
SCG,754737,3/1/07,41.5,42.13,29,41.73,41.73,28.72,8.171B
SCG,754737,2/29/08,38.19,37.87,27.21,38.52,38.52,27.68,8.171B
SCG,754737,2/27/09,30.35,30.13,22.74,30.63,30.63,23.11,8.171B
SCG,754737,3/1/10,NA,NA,NA,NA,NA,NA,8.171B
SCG,754737,3/1/11,40.59,40.25,33.85,40.48,40.48,34.04,8.171B
SCG,754737,2/29/12,45.27,45,39.71,45.15,45.15,39.84,8.171B
SCG,754737,2/28/13,48.92,48.84,44.98,48.88,48.88,45.01,8.171B
SCG,754737,2/28/14,49.19,49.5,47.55,49.18,49.18,47.25,8.171B
SCHL,866729,8/23/96,68.06,67.75,30.62,68,68,30.73,1.159B
SCHL,866729,8/26/97,33,33.31,15.05,33.06,33.06,14.94,1.159B
SCHL,866729,8/26/98,41.75,39.88,18.02,42.44,42.44,19.18,1.159B
SCHL,866729,8/25/00,65,64.94,29.35,65.12,65.12,29.43,1.159B
SCHL,866729,8/24/01,37.24,37.95,34.3,36.94,36.94,33.39,1.159B
SCHL,866729,8/22/02,43.85,43.57,39.38,43.8,43.8,39.59,1.159B
SCHL,866729,8/18/03,NA,NA,NA,NA,NA,NA,1.159B
SCHL,866729,8/2/04,NA,NA,NA,NA,NA,NA,1.159B
SCHL,866729,8/8/05,NA,NA,NA,NA,NA,NA,1.159B
SCHL,866729,8/9/06,29.15,28.67,25.91,28.91,28.91,26.13,1.159B
SCHL,866729,7/30/07,NA,NA,NA,NA,NA,NA,1.159B
SCHL,866729,7/30/08,25.94,25.8,23.32,25.73,25.73,23.26,1.159B
SCHL,866729,7/30/09,22.54,22.57,20.76,22.12,22.12,20.35,1.159B
SCHL,866729,7/26/10,NA,NA,NA,NA,NA,NA,1.159B
SCHL,866729,7/27/11,29.65,29.72,28,29.89,29.89,28.16,1.159B
SCHL,866729,7/27/12,28.64,29.77,28.49,28.47,28.47,27.25,1.159B
SCHL,866729,7/29/13,NA,NA,NA,NA,NA,NA,1.159B
SCHL,866729,7/29/14,36.28,36.35,36.03,36.37,36.37,36.05,1.159B
SCHN,912603,11/24/98,17.75,18.25,5.26,18.25,18.25,5.26,622.5M
SCHN,912603,11/29/99,NA,NA,NA,NA,NA,NA,622.5M
SCHN,912603,11/29/00,13.94,14.5,4.29,13.88,13.88,4.11,622.5M
SCHN,912603,11/29/01,13.3,12.8,3.84,12.85,12.85,3.86,622.5M
SCHN,912603,11/22/02,17.26,17.26,5.24,17.35,17.35,5.27,622.5M
SCHN,912603,11/24/03,NA,NA,NA,NA,NA,NA,622.5M
SCHN,912603,11/30/04,38.06,37.73,34.64,37.97,37.97,34.86,622.5M
SCHN,912603,11/14/05,NA,NA,NA,NA,NA,NA,622.5M
SCHN,912603,11/13/06,NA,NA,NA,NA,NA,NA,622.5M
SCHN,912603,10/29/07,NA,NA,NA,NA,NA,NA,622.5M
SCHN,912603,10/28/08,24.48,24.46,22.6,21.34,21.34,19.71,622.5M
SCHN,912603,10/27/09,50,47.38,43.85,51.19,51.19,47.37,622.5M
SCHN,912603,10/21/10,50.54,51.36,47.6,49.06,49.06,45.47,622.5M
SCHN,912603,10/21/11,39.35,42.67,39.6,39.53,39.53,36.68,622.5M
SCHN,912603,10/25/12,28.47,29.3,27.53,28.03,28.03,26.34,622.5M
SCHN,912603,10/29/13,29.1,28.36,27.38,30.37,30.37,29.32,622.5M
SCHN,912603,10/28/14,22.56,23.07,22.89,22.36,22.36,22.18,622.5M
SCI,89089,3/31/94,25.5,25.25,9.87,25.75,25.75,10.06,4.730B
SCI,89089,3/31/95,28.12,28,11.12,28.12,28.12,11.17,4.730B
SCI,89089,3/29/96,48.38,48.88,19.67,48.25,48.25,19.42,4.730B
SCI,89089,3/28/97,NA,NA,NA,NA,NA,NA,4.730B
SCI,89089,3/30/98,NA,NA,NA,NA,NA,NA,4.730B
SCI,89089,3/31/99,14.88,14.25,11.78,14.88,14.88,12.29,4.730B
SCI,89089,3/30/00,3.12,3.06,2.59,3.06,3.06,2.59,4.730B
SCI,89089,3/30/01,4.4,4.75,4.01,4.34,4.34,3.67,4.730B
SCI,89089,3/28/02,5.25,5.3,4.48,5.25,5.25,4.44,4.730B
SCI,89089,3/17/03,NA,NA,NA,NA,NA,NA,4.730B
SCI,89089,3/15/04,NA,NA,NA,NA,NA,NA,4.730B
SCI,89089,3/31/05,7.42,7.48,6.32,7.41,7.41,6.26,4.730B
SCI,89089,3/6/06,NA,NA,NA,NA,NA,NA,4.730B
SCI,89089,3/1/07,11.5,11.65,10.09,11.73,11.73,10.16,4.730B
SCI,89089,3/3/08,NA,NA,NA,NA,NA,NA,4.730B
SCI,89089,3/2/09,NA,NA,NA,NA,NA,NA,4.730B
SCI,89089,2/26/10,8.13,8.06,7.42,8.09,8.09,7.44,4.730B
SCI,89089,2/14/11,NA,NA,NA,NA,NA,NA,4.730B
SCI,89089,2/13/12,NA,NA,NA,NA,NA,NA,4.730B
SCI,89089,2/13/13,15.51,15.82,15.39,15.31,15.31,14.89,4.730B
SCI,89089,2/14/14,18.46,18.45,18.22,18.47,18.47,18.24,4.730B
SCIL,1042173,3/28/00,23.88,25,25,23.38,23.38,23.38,2.1M
SCIL,1042173,3/30/01,5.19,4.09,4.09,5.03,5.03,5.03,2.1M
SCIL,1042173,3/29/02,NA,NA,NA,NA,NA,NA,2.1M
SCIL,1042173,3/31/03,NA,NA,NA,NA,NA,NA,2.1M
SCIL,1042173,3/30/04,6.25,6.13,6.13,6.18,6.18,6.18,2.1M
SCIL,1042173,4/15/05,5.85,6,6,5.89,5.89,5.89,2.1M
SCIL,1042173,3/14/06,4.9,4.73,4.73,4.98,4.98,4.98,2.1M
SCIL,1042173,3/8/07,6.95,7.1,7.1,7,7,7,2.1M
SCIL,1042173,3/11/08,4.59,4.49,4.49,4.41,4.41,4.41,2.1M
SCIL,1042173,3/5/09,2.1,2.18,2.18,2.14,2.14,2.14,2.1M
SCIL,1042173,3/3/10,4.85,4.91,4.91,4.96,4.96,4.96,2.1M
SCIL,1042173,3/4/11,3.31,3.27,3.27,3.36,3.36,3.36,2.1M
SCIL,1042173,3/30/12,1.93,1.78,1.78,1.78,1.78,1.78,2.1M
SCIL,1042173,4/1/13,NA,NA,NA,NA,NA,NA,2.1M
SCIL,1042173,3/28/14,0.33,0.28,0.28,0.33,0.33,0.33,2.1M
SCKT,944075,4/1/02,NA,NA,NA,NA,NA,NA,10.8M
SCKT,944075,3/31/03,NA,NA,NA,NA,NA,NA,10.8M
SCKT,944075,3/15/04,NA,NA,NA,NA,NA,NA,10.8M
SCKT,944075,3/15/05,1.53,1.46,14.6,1.48,1.48,14.8,10.8M
SCKT,944075,3/10/06,1.3,1.32,13.2,1.32,1.32,13.2,10.8M
SCKT,944075,3/21/07,0.97,0.98,9.8,0.95,0.95,9.5,10.8M
SCKT,944075,3/7/08,0.66,0.66,6.6,0.66,0.66,6.6,10.8M
SCKT,944075,3/16/09,NA,NA,NA,NA,NA,NA,10.8M
SCKT,944075,4/1/10,3.4,3.32,3.32,3.44,3.44,3.44,10.8M
SCKT,944075,3/16/11,1.95,1.95,1.95,1.82,1.82,1.82,10.8M
SCKT,944075,3/12/12,NA,NA,NA,NA,NA,NA,10.8M
SCKT,944075,4/15/13,NA,NA,NA,NA,NA,NA,10.8M
SCKT,944075,3/31/14,NA,NA,NA,NA,NA,NA,10.8M
SCL,94049,3/24/94,28.62,28.38,4.33,28.5,28.5,4.35,896.1M
SCL,94049,3/29/95,17.62,17.75,5.57,17.88,17.88,5.6,896.1M
SCL,94049,3/25/96,NA,NA,NA,NA,NA,NA,896.1M
SCL,94049,3/25/97,18.5,18.62,6.15,18.5,18.5,6.11,896.1M
SCL,94049,3/30/98,NA,NA,NA,NA,NA,NA,896.1M
SCL,94049,3/29/99,NA,NA,NA,NA,NA,NA,896.1M
SCL,94049,3/30/00,22.12,21.5,7.62,22.12,22.12,7.84,896.1M
SCL,94049,3/13/01,24.5,24.35,8.9,24.5,24.5,8.96,896.1M
SCL,94049,3/25/02,NA,NA,NA,NA,NA,NA,896.1M
SCL,94049,3/21/03,26.7,25.74,9.98,26.7,26.7,10.35,896.1M
SCL,94049,3/15/04,NA,NA,NA,NA,NA,NA,896.1M
SCL,94049,3/4/05,23.55,23.55,9.73,23.55,23.55,9.73,896.1M
SCL,94049,3/6/06,NA,NA,NA,NA,NA,NA,896.1M
SCL,94049,3/8/07,27.5,26.38,11.57,27.4,27.4,12.02,896.1M
SCL,94049,3/5/08,34.67,35.36,15.93,34.54,34.54,15.56,896.1M
SCL,94049,2/27/09,27.58,28.38,13.07,27.67,27.67,12.74,896.1M
SCL,94049,2/26/10,48.2,47.54,22.3,48.31,48.31,22.66,896.1M
SCL,94049,2/28/11,NA,NA,NA,NA,NA,NA,896.1M
SCL,94049,2/27/12,NA,NA,NA,NA,NA,NA,896.1M
SCL,94049,2/27/13,61.65,61.03,59.69,61.56,61.56,60.21,896.1M
SCL,94049,2/26/14,59.59,60,59.35,59.58,59.58,58.77,896.1M
SCM,1551901,3/11/13,NA,NA,NA,NA,NA,NA,N/A
SCM,1551901,3/6/14,14.49,14.28,13.28,14.4,14.4,13.4,N/A
SCMP,1365216,3/27/08,8.72,8.85,8.85,8.58,8.58,8.58,618.1M
SCMP,1365216,3/16/09,NA,NA,NA,NA,NA,NA,618.1M
SCMP,1365216,3/15/10,NA,NA,NA,NA,NA,NA,618.1M
SCMP,1365216,3/8/11,4.06,4.26,4.26,4.04,4.04,4.04,618.1M
SCMP,1365216,3/15/12,7.52,7.61,7.61,7.48,7.48,7.48,618.1M
SCMP,1365216,3/18/13,NA,NA,NA,NA,NA,NA,618.1M
SCMP,1365216,3/12/14,8.21,8.32,8.32,8.29,8.29,8.29,618.1M
SCNTQ,1158019,4/16/02,NA,NA,NA,NA,NA,NA,N/A
SCON,895665,3/27/97,3.62,3.62,434.83,3.62,3.62,434.83,35.2M
SCON,895665,3/30/98,NA,NA,NA,NA,NA,NA,35.2M
SCON,895665,3/31/99,3.87,3.44,412.33,3.87,3.87,464.81,35.2M
SCON,895665,3/30/00,41.61,37.48,4498.2,44.17,44.17,5300.38,35.2M
SCON,895665,4/2/01,NA,NA,NA,NA,NA,NA,35.2M
SCON,895665,3/25/02,NA,NA,NA,NA,NA,NA,35.2M
SCON,895665,3/31/03,NA,NA,NA,NA,NA,NA,35.2M
SCON,895665,3/11/04,2.22,2.09,250.7,2.26,2.26,271.09,35.2M
SCON,895665,3/16/05,0.72,0.77,92.36,0.73,0.73,87.56,35.2M
SCON,895665,3/8/06,0.4,0.39,46.78,0.4,0.4,47.98,35.2M
SCON,895665,4/2/07,NA,NA,NA,NA,NA,NA,35.2M
SCON,895665,3/27/08,3.82,3.96,47.52,3.89,3.89,46.68,35.2M
SCON,895665,3/20/09,1,0.99,11.88,0.98,0.98,11.76,35.2M
SCON,895665,3/17/10,3.14,3.11,37.32,3.14,3.14,37.68,35.2M
SCON,895665,3/21/11,NA,NA,NA,NA,NA,NA,35.2M
SCON,895665,3/30/12,0.78,0.78,9.36,0.78,0.78,9.36,35.2M
SCON,895665,3/8/13,0.23,0.21,2.52,0.21,0.21,2.52,35.2M
SCON,895665,3/28/14,2.85,2.76,2.76,2.81,2.81,2.81,35.2M
SCOR,1158172,3/11/08,18.8,19.98,19.98,18.2,18.2,18.2,1.505B
SCOR,1158172,3/16/09,NA,NA,NA,NA,NA,NA,1.505B
SCOR,1158172,3/12/10,16.19,16.07,16.07,16.25,16.25,16.25,1.505B
SCOR,1158172,3/15/11,26.74,26.79,26.79,27.05,27.05,27.05,1.505B
SCOR,1158172,2/22/12,22.41,22.51,22.51,22.58,22.58,22.58,1.505B
SCOR,1158172,2/20/13,15.85,15.52,15.52,15.88,15.88,15.88,1.505B
SCOR,1158172,2/18/14,NA,NA,NA,NA,NA,NA,1.505B
SCPJ,87864,9/23/98,67.94,67.94,28.38,67.94,67.94,28.38,61.413B
SCPJ,87864,9/26/01,45.5,45.5,20.1,45.5,45.5,20.1,61.413B
SCPJ,87864,9/26/02,61,61,27.41,61,61,27.41,61.413B
SCPJ,87864,9/25/03,80.99,80.01,36.48,80,80,36.48,61.413B
SCRC,1521476,3/22/12,NA,NA,NA,NA,NA,NA,15.6M
SCRC,1521476,4/15/13,NA,NA,NA,NA,NA,NA,15.6M
SCRC,1521476,4/15/14,0.1,0.1,0.1,0.1,0.1,0.1,15.6M
SCRI,1538217,4/1/13,NA,NA,NA,NA,NA,NA,33.4M
SCRI,1538217,3/27/14,1.33,1.33,1.33,1.34,1.34,1.34,33.4M
SCS,1050825,5/28/98,28.75,30,16.84,28.94,28.94,16.24,2.170B
SCS,1050825,5/27/99,18.25,18,10.35,18.5,18.5,10.63,2.170B
SCS,1050825,5/25/00,11.75,12,7.14,11.88,11.88,7.06,2.170B
SCS,1050825,5/17/01,13.95,14.01,8.59,13.85,13.85,8.5,2.170B
SCS,1050825,5/9/02,16.9,16.8,10.48,16.96,16.96,10.58,2.170B
SCS,1050825,5/16/03,9.97,10.15,6.47,9.97,9.97,6.36,2.170B
SCS,1050825,5/6/04,12.4,12.2,7.93,12.45,12.45,8.09,2.170B
SCS,1050825,5/6/05,13,13,8.6,13,13,8.6,2.170B
SCS,1050825,5/2/06,18.94,18.9,12.8,18.84,18.84,12.76,2.170B
SCS,1050825,4/20/07,19.3,19.64,13.68,19.78,19.78,13.78,2.170B
SCS,1050825,4/28/08,NA,NA,NA,NA,NA,NA,2.170B
SCS,1050825,4/24/09,4.27,4.42,3.79,4.23,4.23,3.63,2.170B
SCS,1050825,4/26/10,NA,NA,NA,NA,NA,NA,2.170B
SCS,1050825,4/25/11,NA,NA,NA,NA,NA,NA,2.170B
SCS,1050825,4/23/12,NA,NA,NA,NA,NA,NA,2.170B
SCS,1050825,4/19/13,12.5,12.82,12.33,12.45,12.45,11.97,2.170B
SCS,1050825,4/17/14,17.14,16.79,16.56,17.15,17.15,16.92,2.170B
SCSG,1279756,4/2/07,NA,NA,NA,NA,NA,NA,21.0M
SCSG,1279756,3/31/08,NA,NA,NA,NA,NA,NA,21.0M
SCSG,1279756,4/3/09,8.5,8.5,8.36,8.5,8.5,8.36,21.0M
SCSS,827187,3/31/00,4.94,5.5,3.67,4.81,4.81,3.21,1.386B
SCSS,827187,4/16/01,NA,NA,NA,NA,NA,NA,1.386B
SCSS,827187,3/28/02,4.1,4.17,2.78,4.17,4.17,2.78,1.386B
SCSS,827187,2/27/03,8.92,9.86,6.57,8.78,8.78,5.85,1.386B
SCSS,827187,3/18/04,25.81,25.97,17.31,25.7,25.7,17.13,1.386B
SCSS,827187,3/16/05,21.21,21.61,14.41,21.25,21.25,14.17,1.386B
SCSS,827187,3/15/06,35.78,35.98,23.99,35.75,35.75,23.83,1.386B
SCSS,827187,2/27/07,19.75,18.67,18.67,19.91,19.91,19.91,1.386B
SCSS,827187,2/26/08,4.72,5.08,5.08,4.74,4.74,4.74,1.386B
SCSS,827187,3/19/09,0.31,0.3,0.3,0.31,0.31,0.31,1.386B
SCSS,827187,2/25/10,7.63,7.74,7.74,7.67,7.67,7.67,1.386B
SCSS,827187,2/24/11,10.89,10.99,10.99,10.9,10.9,10.9,1.386B
SCSS,827187,2/28/12,29.07,29.1,29.1,29.07,29.07,29.07,1.386B
SCSS,827187,2/21/13,20.21,20.36,20.36,20.26,20.26,20.26,1.386B
SCSS,827187,2/21/14,17.57,17.81,17.81,17.55,17.55,17.55,1.386B
SCTY,1408356,3/27/13,18.85,18.9,18.9,18.89,18.89,18.89,4.957B
SCTY,1408356,3/18/14,74.74,77.1,77.1,73.7,73.7,73.7,4.957B
